text,label
"Foster, burada kardeşinle bekle.",neutral
Güney Amerika'da ve Kosta Rika ile Panama'da bulunur.,formal
Üç saldırı olasılıkları var.,neutral
bellem hala bekliyorum biliyor musun ckckckckc andaval ya xkckc,informal
alkolü azalttım kendim için o kadar mutluyum ki,informal
"Şapkanı çıkar, seni lanet serseri.",neutral
Az sonra bu valilikten azledilip Edirne'ye dönmüştür.,formal
"Artık, beklemeye geç! Çünkü onlar da beklemekteler.",neutral
YÖNLENDİRME Galatasaray ( erkek voleybol takımı ),formal
... varlığından(duruşundan) hoşlanıyorum..,neutral
"Bir dayatma var, bir hizaya çekme var, bir sopa gösterme var",informal
Depremden sonra kısmen onarılan camiinin onarımını daha sonraki yıllarda tamamlayıp güçlendiren Mimar Sinan oldu.,formal
— Lütfen bana zarar verme!,neutral
ne korkacam kahpe götlek,informal
YÖNLENDİRME 2003 Wimbledon Tenis Turnuvası,formal
Bağdat Eyaleti yerine Bağdat Vilayeti kurulmuştur.,formal
"' '' Mladen Petrić '' ' – Borussia Dortmund, ' '' Hamburger SV '' ' – 2007–08, 2008–12",formal
'' Akihiro Ienaga '' ' – ' '' RCD Mallorca '' ' – 2011-,formal
"Bu andan sonra hayatı büyük bir maceranın içinde kaybolur, maceranın az gözüken ama Ben-Hur'u en derinden etkileyen figürü ise İsa'dır.",formal
Düştük diye hemen memleket takımı ilan etmişler kendilerini noluyoruz failin evlatları kırma oç.ları,informal
"Yakın olmak istediğin insanlara uzaktan bakmak, çok zor.",informal
Satilik kardesim ama takas da olur,informal
gerizekali amciklar sizce kralicemizin cembari bilmeme ihtimali var mi,informal
Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,formal
biz bu adamlara mı demokrasi nedir ne işe yarar nasıl hazmedilir diye anlatacağız moral de ihtimal de sıfır yavv,informal
Kısa yol olduğunu söylemiştin.,neutral
"O aşağıdayken, neden yukarı çıkmıyoruz?",neutral
okan seni siker bicerim gotveren hain pezevenk,informal
YÖNLENDİRME Azerbaycan Komünist Partisi ( 1993 ),formal
1978 FIFA Dünya Kupası elemeleri ( CONMEBOL ),formal
"Sonra yaklaştı, (yere doğru) sarktı.",neutral
"And olsun ki Musaya Kitap verdik, kardeşi Harunu da kendisine vezir yaptık.",neutral
- Neden öyle bir şey dedin ki?,neutral
Rahman (ve) rahim (olan) Allahın adıyla.,neutral
ne zaman görüş belirtsem yanık diyon amcık. seni alev topuna dönmüş yarragımın üstüne oturtacam ilk fırsatta,informal
kköyü karıncalar cüce ırkları falan mı bastı amk bu ne birini ezcem diye çok korkuyorum,informal
Güney Kore 2002 FIFA Dünya Kupası'nda yarı finale kadar yükseldi.,formal
`` Allah gönlüne göre versin duasındaki adaleti çok seviyorum Allah herkesin kalbine göre versin cidden,informal
Başkaları gibi olmaktansa bu şekilde olmaktan gayet memnunum.,neutral
Sezonun 2.yarısını ise Kırıkhanspor'da geçirdi ve bu takımla ise 10 maça çıktı.,formal
SanÄ±k soykÄ±rÄ±m suÃ§lamalarÄ±ndan beraat etmiÅti.,neutral
Birlikte rahmet ayrılıkta azap vardır Haydi birlik olmaya aynı safta omuz omuza durmaya,informal
Bende büyükbabamın yüksek düşme algısı olduğunu düşünüyordum.,neutral
Yeni bir hayata başlayacağım.,neutral
2. Lig ekiplerinden Turgutluspor'da oynamaktadır.,formal
burcum degismis artik akrep degilmisim kacma sokim bi kere sakasi yapamicak miyim artik ben allak hahretsin,informal
8 leri yapmak çok zor olduğu için fırçanın ucunu inceltmek için kadınlar dilleriyle ıslatıyorlardı.,neutral
yasemin i hem demir le hem de ateşle shipliyorum kız müthiş bir karakter kimin yanına koysan kalite ekliyor ya,informal
Beyin göçünü engellemeye çalıştığımız gençlere sosyal medyayı yasaklamak gerçekten dahiyane bir fikir...,informal
Ayrıca Pentagram'ın gitaristi Demir Demirkan ile çıkmaya başladı.,formal
Eğer kurbanın kafasına darbeler indiren alet dönüyorduysa...,neutral
Az önce Caleb ın yanından geçtik.,neutral
`` The Way I Am '' ( Orijinal Versiyon ) 5.35,formal
Sakarya'da ikinci patlama: Havai fişek fabrikasındaki patlamamış malzemeleri taşıyan kamyondan kaynaklandığı iddia ediliyor,informal
Arkadaş olduğumuzu söylemedim.,neutral
' '' Serie B Şampiyonluğu '' ' : ' '' 1 '' ' Kez,formal
"Yıkıcı metotlar, nesnelerin bellekten silinmesi sırasında çağrılır.",formal
Hayatımsın. Bunu bilmeni isterim. En önce bunu bilmeni.,informal
bak bi yer var insan o yere ulaştığında bir daha eskisi gibi olamıyor o yere kim nasıl ve ne zaman gider bilinmez ama gi,informal
Görele ilçesine bağlı bir bucakken daha sonra ilçe olmuştur.,formal
Bu soytarı kimin vergileriyle maaş alıyor eceba,informal
People '' dergisi 6 milyon $ karşılığında ikizlerin fotoğrafını çekti ve bu fotoğraf o zamana kadar ''çekilen en pahalı ünlü fotoğrafı '' oldu.,formal
Zombi yani Yaşayan Ölü veya mezardan çıkan ölü demektir.,formal
Kendini aklamaya çalışan Bülent Parlak ve 'Burcu Gönder 'in zoraki' açıklamalarından sonra Türkiye,informal
"Uh, sıcak çikolatanız var, değil mi?",neutral
Turnuvayı final maçında Arjantin'i yenen Uruguay kazanmıştır.,formal
Rabbini Kurânda bir tek olarak andığın zaman da ürkerek arkalarına döner kaçarlar.,neutral
"Cisco, bir daha sakın böyle bir şey yapma.",neutral
YÖNLENDİRME Regierungsbezirke Yukarı Palatina,formal
Her malzemenin ideal lezzet anları vardır.,neutral
"3.lük maçında Slovenya Millî Basketbol Takımı'nı yendikleri maçta 23 sayı, 6 ribaund, 2 blok istatistikleriyle oynamış ve 12 faul yaptırmıştır.",formal
Kupayı en çok alan takım dört kez ile Barcelona'dır.,formal
Zaman ve mekânı aşabilen tek şey sevgidir Interstellar,informal
off yaa ne sikisgen bı kariydi,informal
Senin için Yüce bir neşe varken aslında ikisine de borçlanmış oldun.,neutral
çok zor durumdayım kiramı ödeyemedim Evim çok kötü durumda,informal
Arnavutköy belediye başkanlığı seçimi sonuçları şu şekildedir :,formal
Göt götoş götveren fakir onuru ile Yaşar hiç olmazsa,informal
Yavşak ibne açmış geber,informal
"- Bunu ben yazmadım. Yemin ederim, yazmadım.",neutral
Ne havalı Yırtma yapıştırma,informal
Çok daha küçük ölçekte bir beşinci geçiş Speyer de 1.,formal
Enver Hoca'nın iktidara geçmesinin ardından 1940'larda ailesiyle birlikte Arnavutluk'tan Türkiye'ye göç etti.,formal
Filmin yönetmenliğini Georges Méliès üstlenmiştir.,formal
"Evet, şayet küçük bir artist olmasaydı.",neutral
rica ederim ne demek mutlu etiysem bende mutluyum,informal
"Tanrı yoktur, İNANMA, milleti Rahatsız etme.",informal
Erkeklerin yüz karası Pisliğinde boğul Yasin Obuz,informal
Üç yıl sonra adı The Times olarak değiştirilecek olan gazete hala çıkmaktadır.,formal
Parlamento ile İlişkiler Bakanı : Roger Romani ( RPR ),formal
Kaliforniya Üniversitesi'nden mezun olmuştur.,formal
Adama bak koskoca Allaha güvenmeyip amel defterini kendi tutuyo aq,informal
allah akıl versin böyle düşünenlere,informal
"Söylersen eğer adımı, değilim artık orada.",neutral
- Böyle olacağını biliyordum. - Ne olacağını?,neutral
Bir önceki tweetimide yanlış anlayalım hadi asil yedek mevzusunda delil olarak koy önüme aptal,informal
Yapabileceğimiz en iyi şey görevimize devam etmektir.,neutral
- Zaman ayırdığınız için teşekkür ederim.,neutral
Bu geceyi burada bitirip artık sürpriz olmayan partiye gidelim mi?,neutral
"''Praefectus '', Roma İmparatorluğunda genellikle ilave yetkilere sahip, alt sınıftan üst sınıfa kadar pek çok derecesi bulunan askeri ve sivil memurlara verilen çok sayıda resmi unvandan biridir.",formal
Eşinizin Profesör Gelların bloguna mesaj attığından haberiniz var mı?,neutral
"Hayır, Angie onun silahını almış.",neutral
Bunu şimdi yapmak zorunda mıyız?,neutral
Brigitte Bardot ve Alain Delon başrolleri paylaşmışlardı.,formal
o eyeliner az gelmiştir amk vicdanına kadar sür vicdanına embesil,informal
Onunla ne yapacağınız sizin seçiminiz.,neutral
Liga MX ekiplerinden Deportivo Toluca FC'da oynuyor.,formal
İnkarcıların duası boşunadır.,neutral
2009-2010 : Geniş Aile '' ( Star TV'ye geçti. ),formal
aa hayir 11 olsn ltfnn,informal
1969-70 sezonunda şimdiki adı Süper Lig olan 1.,formal
Granger bütün bunları düşündü mü ya?,neutral
senin vereceğin bilginin içine çiçek ekeyim zalak herif,informal
Twin Buttese kadar bizimle gelmenizi istiyorum.,neutral
Sokım ona sana birşey olmasın,informal
Tipsiz oldugum icin cok iyi giyiniyom,informal
"Sara Tancredi'ye ( Sarah Wayne Callies ) güveniyorlardı, O Lincoln'nün suçsuz olduğunu kanıtlayacak bazı deliller bulmuştu.",formal
"Bu adamın yaptığı mezâlime tahammül edemeyen Taberistanlılar, '' Alevîler’den bir önderin etrafında teşkilâtlandılar.",formal
eda öğretmeniyle sevişir sorun yok ama osman eşcinsel sorun var amkkkkk kafaya bak hangi kafa bu,informal
Seni öldürürüm jojukk,informal
Uruguay kadrosunda Sebastián Coates harici tüm oyuncular başka ülkede oynamaktadır.,formal
Bu işten bir çıkar elde etmeliydik.,neutral
Balık kokuyorsa özür dilerim.,neutral
Tacitus ve çağdaşı tarihçilere göre iyi bir imparator olarak mütalaa edilir.,formal
Üzgünüm ama daha da ileriye gelemeyiz.,neutral
Şatoya kadar uzun bir yolumuz var.,neutral
Fenerbahçe istemediği için Galatasaray a gitmiş olabilirler mi acaba kedi ulaşamadığı ciğere mu dar dermiş ulan Fenerbahçe nin aldığı her oyuncuyu da Galatasaray liymiş muamelesi her alamadığınız oyuncuya aynısını yapıyorsunuz alışmışsınız G S maçları öncesi futbolcu ayartmaya,informal
Bir aracın üstündeki yatağın cadde cadde dolaştığı klip Los Angeles'da çekilmiştir.,formal
- Yanına rehber diye bir dolandırıcı alırsan böyle olur.,neutral
"Günah işledikçe kalp paslanır, sonrasında açılmaz bir kilit halini alır..",informal
Aşk hikâyesinin yeni ya da eski olmasını da dert etmem.,neutral
Sanatın hiçbir biçimi tek başına dünyayı değiştiremez. Dünyayı değiştirme mücadelesi de sanat olmadan verilemez.,informal
YÖNLENDİRME Türk Kurtuluş Savaşı Batı Cephesi,formal
Bu tarz cehalet seviyesinin çıtasının belli olmadığı insanları fenomen diye başımıza bela edip sonra bunlara söven kesi,informal
[[Asarcık'ta en çok oyu Adalet ve Kalkınma Partisi almıştır.]],formal
"Hepimizin farklı bir zamanı var. Bazıları daha erken, bazıları daha sonra.",neutral
çok tatlısın da bu millet seni anlayacak kapasitede değil,informal
Hiçbir şeyden korkmuyorum.,neutral
Fenerbahçe ve Kasımpaşa'nın eski futbolcularındandır.,formal
"Tom Cruise, Cameron Diaz ve Penélope Cruz'un başrollerini baylaştığı filmin yönetmeni Cameron Crowe'dur.",formal
YÖNLENDİRME Eurovision Şarkı Yarışması'nda Belçika,formal
Hepinizin şimdiye kadar bunu fark etmesi gerekiyordu.,neutral
iyy yamuk suratlı aşifte,informal
İnsanın kıymeti yok ki hayvana kıymet versinler bazen çok şey umud ediyorsunuz,informal
Augusto Fernández – Saint-Étienne – 2009–10,formal
siz bu millete ihanet eden şerefsiz it sürüsüsünüz,informal
Mal o zaman chp mi iktidarı amk,informal
Kilisenin İzmir ve Gaziantepte de şubeleri bulunmaktadır.,formal
urunu koymusuz oraya satiyoruz surekli satilik mi yorumu geliyo saka misiniz acaba sadece soru,informal
Benim daha iyi bir fikrim var.,neutral
Maas Nehri’ne bakan kubbesi ile Maastricht şehirinin en önde gelen modern binalarından birisidir.,formal
Lav yılanları kovalamaktan iyidir.,neutral
YÖNLENDİRME Ai n't It Funny ( Murder Remix ),formal
Günümüzde Mickey'yi Wayne Allwine seslendirmektedir.,formal
Allah melekler ve ilim sahipleri ondan başka ilah olmadığına adeletle şâhitlik ettiler ondan başka ilah yoktur,informal
Cahil zihniyetinize sokayım tatile gidiyorsunuz kapri askılı gelişememişler,informal
İngiltere'nin Cambridge şehrinde bulunur.,formal
Bunu öğrenmek için buradayım.,neutral
regl öncesi döneme sokayım kaşımda sivilcenin işi ne,informal
senin gibi sürtük az bulunur,informal
Seni tekrar görmek güzeldi ve haberler için sağ ol.,neutral
Yengem Noel Babaya sütle kurabiye yerine puro ve bira bırakırdı.,neutral
"Bilgisayarlı tomografi, risklerinin yanı sıra, tıbba büyük katkılarda bulundu.",formal
Şimdiye kemikler temizlenir diye umuyordum Bay Fisher. Ben de öyle.,neutral
O sizin dilinize doladığınız şeyi Allah daha iyi biliyor.,neutral
tempo huysuzlanma yemlikli sokturma,informal
orospu çocukları 15 temmuzda tepemizden bomba salladılar,informal
"- Biliyordum. Tatlım, lütfen iş verenle işçi arasına takoz koymazsan sevinirim.",neutral
"Cenevre, Avrupa'da sivil insanlar açısından Arnavutluk'un en harap olan ülkelerden birisi olduğunu açıklamıştı.",formal
Son bölümünü ABD'de 2 milyon kişi izledi.,formal
' '' Aatif Chahechouhe – Sivasspor '' ' 2012–,formal
"*Kaydedilme : Record Plant Studios, Hollywood, Kaliforniya",formal
yüzüme karşı konuşmaya korkup karşımda iki büklüm olan ezik insanla,informal
Hayatını oradan oraya taşınmakla geçirdi ve evde eğitim gördü.,neutral
Tebrikler Yunan dan farkımız yok mu yani,informal
kendiyle çelişiyor andaval  monarşi ile yönetilen ingiltere kraliçesine methiyeler düzüyor,informal
12 saat sonra yerine Theodore Roosevelt geçti.,formal
Nerde olduğunu bilmiyor musunuz?,neutral
Bunu beğenen mal var ona üzüldüm azcık diller hakkında fikrin olsa öğrenebilecek en kolay dillerden birinin ingilizce olduğunu bilirdi,informal
Ankara Üniversitesi Hukuk Fakültesi'ni bitirdi.,formal
fare gibi az güç tüketen cihazlar için uygundur.,formal
Arkadaşım beni zorla getirdi ve senin gibi biriyle tanışmayı beklemiyordum.,neutral
sperm diyen tayfa bok gibi mizah yapmaya calisiyosunuz kendi aklinizca ezik misiniz ona gore davranicam size,informal
"YÖNLENDİRME Dost Muhammed, Sistan ve Belucistan Eyaleti",formal
kendin çık ozaman lavuk makatın yiyosa dürzü,informal
Sen nasıl bir yaratıksın? Pislik rezil kadın...dilerim en yakın zamanda layık olduğun yeri bulursun,informal
"Görevimiz, o askerlere yaklaşan düşman uçaklarını durdurmaktı.",neutral
John F. Kennedy ( Amerika Birleşik Devletleri ),formal
1962-1965 yılları arasında Avustralya Kraliyet Donanması'nda hizmet verdi.,formal
Ya bi sktir sonradan görme varoş köpek,informal
Ancak yazlar Türkiye'nin batısında ve güneyinde olduğu ölçüde şiddetli ve uzun süreli değildir.,formal
Yaklaşık yılda bir görülen kuyruklu yıldız Temmuz bağlayan gece Ankara semalarından da görebileceğiz,informal
- Endişe etme. Zamanla iyileşir.,neutral
YÖNLENDİRME Live at Innercity : Amsterdam RAI,formal
- Beni bu koyduğumun kafesinden çıkar!,neutral
İşsiz kaldığı yıllarda İsveç ve Almanya'da işçilik yaptı.,formal
İki gün önce hastaneye götürdüler onu.,neutral
harbiden hayret ettim aq,informal
"Kuzey Hindistan, Pakistan ve Keşmir'e doğru yayılmışlardır.",formal
Videonun yayınlanan kliplerinde Snoop Dogg da rol almaktadır.,formal
Namussuz şerefsiz alçak pezevenk onun bunun çocuklarının yazdığı oda TV Ne indirimi lannn,informal
Bandırmaspor'la oynadığı dönemde takımılya 3. Lig şampiyonluğu yaşayarak 2. Lig'e yükselmeyi başardı.,formal
: ' '' Not : ' '' ''Tablo Süper Lig sezonlarını içerir.,formal
- danışmanlarınızla iletişim kurmaya teşvik ediyorum,neutral
senin gibi kardeşim olacağını bilsem anamın kafasına sıkarım,informal
jungkook’un pastayı yediği anları kamera almışlar,informal
Kısa bir süre sonra ailesiyle birlikte Québec'e yerleşmiş burada 14 yaşına kadar okula gitmeden evde eğitim almıştır.,formal
"Borsa İstanbul, yılbaşından bu yana yükselişini devam ettirerek 2020'nin kayıplarını geri alan az borslardan biri",informal
"Hayır, yalnızca birazcık aşırı duygusallaştınız.",neutral
Bazı yenilikler yapılabilir.,neutral
exatlonun en güçlüsü benim,informal
Rap savaşını ben kazanacağım.,neutral
"İyi akşamlar, Bayanlar ve baylar.",neutral
"Aynı zamanda seninle ilgilendi, başını sokacağın bir yuva verdi. Araba sürmeyi öğretti.",neutral
götlek enes efendim efendim zor bir seçim cidden,informal
ben bu atışı yapamam  elim ağrıyor tırnağım kırıldı diyenleri değil olay,informal
Panama'da geçici konuk olarak gözlemlenmiştir.,formal
hay amk zirzop ları,informal
Gazetenin yayın merkezi Konak ilçesinde bulunmaktadır.,formal
Bu da benim fantezi değil.,neutral
"Ayrıca, Köstebek Kadınlardan biri, makyajla başkasına dönüşüyor.",neutral
Fakat onunla konuşana kadar bilemezsin.,neutral
Aramis ve Kraliçe aleyhine tanıklık edersen yaşarsınız.,neutral
Çekimler Yeni Zelanda'da bir yılda tamamlandı.,formal
"Radyo ve televizyon bölümleri ile iş birliği yapılarak temel bilimler bölümlerinde yetişen arkadaşların isteklerine göre bilimsel televizyon programı, belgesel, bilim gazeteciliği, YouTube kanalı açma gibi alanlarda kendilerini yetiştirebilmesinin önünün açılması gerekiyor.",informal
Kancık MUHALEFET nedir nasıl olunur Anlatamam ama gösterebilirim,informal
"- Anne, biliyorsun ki ikimizde sarhoştuk.",neutral
[[Marksizmin kurucuları : Karl Marx ve Friedrich Engels,formal
Bu ahlaksız başörtülü olsaydi neler derlerdi,informal
öyle güzelsin ki tüm bu telaşın kötülüğün ve kaosun içinden ne zaman kaçmak biraz nefes almak istesem durup sana bakıyorum,informal
"Evet, hemen şimdi oraya gidiyorum.",neutral
Kimseye yanlışımız yok beni sevmeyen ölsün,informal
YÖNLENDİRME Angel ( Buffy the Vampire Slayer ),formal
Alpler’in bir dalıdır ve kuzeydeki Karpat Dağları’na bağlantı sağlar.,formal
bela ve  musibetsin,informal
Güney Kore haricinde Fiji tarafından da kullanılan tüfekten Peru'nun da az miktarda satın aldığı bilinmektedir.,formal
İlçe bağlı olduğu vilayetin doğusunda ve Hindukuş Dağları içinde yer almaktadır.,formal
Çekimleri Üsküdar'da yapılan ve yaklaşık 16 saat süren klibin yönetmenliğini Emre Aydın yapmıştır.,formal
Said Nursi bu eserin dikkatli alimlerin nazarına arz edilmesi gerektiğini söylemiştir.,formal
Irmak fena sikdi,informal
Avrupa Birliği de bu krizden ağır bir şekilde etkilenmiştir.,formal
Yüksekte tutun. Teşekkürler.,neutral
YÖNLENDİRME 2008-09 Avrupa Bayanlar Voleybol Şampiyonlar Ligi,formal
"Sırasıyla Portekiz, İspanyol İmparatorluğu, Hollanda ve Britanya İmparatorluğu bu kapsamda sıralanabilir.",formal
Tanıştığıma çok memnun oldum.,neutral
"Biz o şeytanları, inanmayanlara dostlar yaptık.",neutral
maç kala yaptığı işe bak pzvngin ya harbiden sol ayağına sokayım Victor umarım her işin son dk mahvolur aydınlanma geç geldi,informal
Yaa bunların tayfasına sokim hepsi robot sesli ne dedikleri belli değil,informal
Ne olduğumuzu bir anlasam,informal
O... bir bebek kadar güzeldi.,neutral
Şu an FC Schalke 04 takımının formasını giymektedir.,formal
Ama zırhlı kamyonu bırakmıyor.,neutral
Çok az kişi tarafından bilinirler.,neutral
"Sam Worthington, Sigourney Weaver, Michelle Rodriguez, Giovanni Ribisi, Zoe Saldana",formal
"Ayrıca İran, ABD, ve Birleşik Krallık üniversitelerinde görev yapan 60'dan fazla profesör de burada doğmuştur.",formal
tepki vermek lazım bu nihat soytarı,informal
''Ana madde : 4. Uluslararası Avrasya Film Festivali '',formal
salaklık etme bu teklif kaçmaz,informal
Silahlarını ve bıçaklarını hemen yere bırak.,neutral
Konumu tam olarak bilinmese de Habur Çayı kaynağının yakınlarında yer aldığı sanılır.,formal
amk siz salak misiniz delircem,informal
7 yaşında teyze olurum / Aklıma Kürt olmadığım gelir,informal
"Makalenizde giriş bölümü yazarken zorlanıyor musunuz? Sizinle bugün paylaştığımız bu makalede, giriş bölümü yazarken faydalanabileceğiniz farklı yazım stilleri ele alınıyor. Makaleyi okumak için",informal
İkinci evliliğini bir asker olan William Stafford ile yaptı.,formal
Çaharmahal ve Bahtiyari Eyaleti'nin şehristanları==,formal
Çok cahilce konuşuyor ve hakaret ediyorsun.,informal
Avrasya ile Kuzey Afrika'da yayılım gösterir.,formal
Kurban otuzlu yaşlarda bir erkek.,neutral
kerim yarrak gibi oyuncu son dakikalarda kopmuş maçlara girip gol atması onu iyi yapmaz keşke,informal
Grup terapistimiz hep derdi ki...,neutral
Öne çıkan örneklerden biri otomobilden bir suç aleti olarak yararlanan Bonnot çetesidir.,formal
Neden daha önce söylemedin?,neutral
Hassas içerik ayarını nasıl ayarlayabilirir,informal
neyse konuşup ikna etti,informal
Merhaba Tarafınızdan talep edilen bilgileri müşteri temsilcilerine veya çözüm merkezine paylaşarak destek alabilirsiniz Sağlıklı günler dileriz,informal
Sadrazam Silahdar Damat Ali Paşa şehit düştü.,formal
"Demek,su deli fahiseyi görmeye gittin?",neutral
Ölüm odasına gitmedim. Biraz ötede kaldım.,neutral
Dirar senin ayağını skim,informal
kralmq Korkudan fake hesaptan yazıyor Cesaretsiz ve ezik bunlar pek takmayin,informal
Erman Güraçar ( 36 ) ligde mücadele eden en yaşlı isim oldu.,formal
"Warburg, hava araçlarının ABD vatandaşları. .. ...üzerinde kullanacağını düşünüyordu.",neutral
Kitaplarımdan birini okulda bıraktım.,neutral
"Bunca insanı idare edecek gücü bulur muyum, bilmem ve geleli sadece 1 gün oldu.",neutral
"' '' Telsiz '' ', İstanbul'un Zeytinburnu ilçesinde bulunan 13 Mahallenin en büyüğü ve en eskisidir.",formal
Aynı tepkiyi çocuk tecavüzcülerine ve çocuklarını küçük yaşta gelin yapanlara göstermiyorsunuz Gerçi çocuk tecavüzü ve çocuk gelinler sizin için normal eşcinsel evlilik ters değil mi Zihniyetiniz diyorum Sokayım İnsanların hayatlarına karışmamayı öğreneceksiniz,informal
"Evleniyorsun, balayına gitmişsin, eşin şey diyor “Nöroloji’de teşhis iyi de tedavi yok aşkım.”",informal
bakmanızı öneririm her the 1975 şarkısı gibi anlam kusuyo,informal
Ananıda satalım ıstersen oc,informal
- Benim için özel bir anlamı yok.,neutral
Benim her zaman çok beğendiğim veya bir bakıma gözümü açan cümle ise:,neutral
temmuzda orda işimiz ne kızım düğün haziranda bayram haftasına denk geliyor,informal
"Sen ve Serenanın onun adamlarısınız, Juliet ise değil.",neutral
Simdi de buna benzer yaniltici haberler vardir mutlaka.,informal
Ona şampanya alacağım eğer Elena arabanın olduğu yerdeyse tabii.,neutral
"Efes Pilsen’nın lider olarak, şampiyonluğunu ilan ettiği bu grupta, 16 galibiyet, 13 yenilgi ile 4. sırayı aldı.",formal
valla ben çalışan tayfa idim bilgisayar mühendisi adayı oldum sürünme noktasında değişen,informal
En önemli hazinemiz yok edilmişken mi?,neutral
"Kuzey Amerika, Avrupa ve Asya'da görülür.",formal
"Varlıklı bir ailede doğup, sitede yetişmiş olan çocuklar dışındaki hiçbir Türk çocuğu bunlara sahip olamadı ve bilmiyor zaten",informal
- Bu şeyleri daha önce görmüş müydünüz?,neutral
"Okulu bırakarak gazeteciliğe döndü ve Fransız devletine ihanet etmekle suçlanan, ancak sonradan suçsuzluğu anlaşılan Alfred Dreyfus'u savundu.",formal
bildiklerimizi konuşmuyoruz diye bunlar bizi salak sanıyo galiba,informal
Ruth Gordon ( ölümünden sonra aday gösterildi ),formal
Kanı bozuk yavşaklar sardı dört bir yanımızı!,informal
Ve tek istediğim eğer mümkünse doktora karşı flörtöz bir tavır takınman.,neutral
Kaya kekliğine çok benzerdir ama arkası daha kahverengidir ve ön boyunda sarımsı bir belirtisi vardır.,formal
"Bebeğim, o senin anma törenindi.",neutral
